config,code,binary,label,num_edges,kept_edges,QA_R@1,QA_R@5,QA_R@10,QA_MRR,QA_nDCG@10,TWIG_R@1,TWIG_R@5,TWIG_R@10,TWIG_MRR,twig_best_epoch,qa_best_epoch,elapsed_min
A0,0,000000,No edges,0,none,0.26494845360824737,0.3603092783505155,0.42731958762886596,0.4115569662200361,0.3662833510144071,0.0,0.023195876288659795,0.03865979381443299,0.026556751187903713,,,3.6
A1,1,000001,sc,1,shared_column_name,0.4024054982817869,0.5673539518900345,0.656701030927835,0.6120148475925353,0.5668109437529186,0.3766323024054983,0.5424398625429554,0.6532646048109967,0.5702949309651522,,,2.8
A2,2,000010,cc,1,similar_content,0.44364261168384883,0.5690721649484538,0.6470790378006873,0.617176667930693,0.5707305840771347,0.4333333333333333,0.5948453608247424,0.6695876288659796,0.6306473438469021,,,1.8
A3,3,000011,cc + sc,2,"similar_content, shared_column_name",0.4298969072164949,0.5690721649484537,0.6768041237113402,0.6220521536595951,0.579644688041141,0.4161512027491409,0.5355670103092783,0.652405498281787,0.5853700738545171,,,2.8
A4,4,000100,sp,1,same_page,0.42646048109965634,0.5561855670103094,0.6561855670103094,0.6082735531992659,0.5668409951486275,0.3865979381443299,0.557044673539519,0.6627147766323025,0.550920538349956,,,2.7
A5,5,000101,sp + sc,2,"same_page, shared_column_name",0.41099656357388326,0.5931271477663231,0.6498281786941582,0.5957802302426752,0.5530488205956958,0.4384879725085911,0.5802405498281789,0.6618556701030927,0.6017828505972839,,,1.6
A6,6,000110,sp + cc,2,"same_page, similar_content",0.43848797250859106,0.6111683848797252,0.6463917525773196,0.6281009745062921,0.5766539052061128,0.42439862542955326,0.5793814432989692,0.6773195876288661,0.5960027449843796,,,1.9
A7,7,000111,sp + cc + sc,3,"same_page, similar_content, shared_column_name",0.3972508591065292,0.5484536082474227,0.6420962199312715,0.5728128681967612,0.5437050197617697,0.3835051546391753,0.53213058419244,0.6524054982817871,0.5469593890309188,,,1.5
A8,8,001000,tp,1,comes_from,0.4161512027491409,0.6008591065292097,0.6798969072164949,0.627207039185321,0.5839063868882673,0.3611683848797251,0.5974226804123713,0.6781786941580757,0.5781812049184822,,,1.7
A9,9,001001,tp + sc,2,"comes_from, shared_column_name",0.4487972508591066,0.5673539518900345,0.6802405498281788,0.6404806666085433,0.5961651247081106,0.41958762886597933,0.5750859106529211,0.7039518900343644,0.6096171698595769,,,2.2
