config,code,binary,label,num_edges,kept_edges,QA_R@1,QA_R@5,QA_R@10,QA_MRR,QA_nDCG@10,TWIG_R@1,TWIG_R@5,TWIG_R@10,TWIG_MRR,twig_best_epoch,qa_best_epoch,elapsed_min
A0,0,000000,No edges,0,none,0.19783197831978325,0.3167344173441734,0.36043360433604343,0.4789826832091142,0.34102883984454263,0.01388888888888889,0.03963414634146342,0.06775067750677506,0.07136580078161467,,,7.4
A1,1,000001,sc,1,shared_column_name,0.397831978319783,0.6747289972899728,0.7720867208672088,0.90148112952991,0.7178298086603132,0.3747967479674796,0.640989159891599,0.7541327913279133,0.8643285835000328,,,6.5
A2,2,000010,cc,1,similar_content,0.4012195121951217,0.6801490514905149,0.7991869918699187,0.9079479463625805,0.7359532589472052,0.40392953929539277,0.6565718157181571,0.7629403794037942,0.9067250612982319,,,4.6
A3,3,000011,cc + sc,2,"similar_content, shared_column_name",0.40325203252032493,0.6724932249322494,0.7883468834688349,0.9070734933539812,0.7310707287893365,0.40460704607046044,0.6572493224932249,0.7565040650406504,0.9077383357897908,,,4.3
A4,4,000100,sp,1,same_page,0.39918699186991846,0.6439024390243901,0.7482384823848236,0.8924138305235867,0.701504663265388,0.38766937669376683,0.6379403794037938,0.7476964769647698,0.8853231062072529,,,3.4
A5,5,000101,sp + sc,2,"same_page, shared_column_name",0.39444444444444426,0.6472899728997289,0.7588753387533874,0.8939090258958147,0.7071671086647172,0.3863143631436313,0.6266260162601628,0.740582655826558,0.8745982603986833,,,4.9
A6,6,000110,sp + cc,2,"same_page, similar_content",0.4073170731707314,0.6489837398373985,0.7392276422764228,0.9092649151805152,0.7044913743872435,0.3863143631436313,0.6212059620596206,0.7107723577235772,0.8826982936559696,,,4.8
A7,7,000111,sp + cc + sc,3,"same_page, similar_content, shared_column_name",0.3910569105691055,0.6063008130081302,0.6968834688346882,0.8906002748049017,0.6723873337334587,0.38495934959349576,0.6392953929539296,0.7294037940379404,0.8834724630277,,,6.1
A8,8,001000,tp,1,comes_from,0.3924119241192411,0.6294715447154471,0.7446476964769647,0.8931583134820915,0.6976788476914557,0.3734417344173441,0.6090108401084012,0.7239837398373983,0.8566775852398446,,,3.9
A9,9,001001,tp + sc,2,"comes_from, shared_column_name",0.4107046070460702,0.6191734417344174,0.7116531165311653,0.9145429979298187,0.6939727667031128,0.40054200542005397,0.629471544715447,0.7378726287262872,0.8941028598335837,,,3.5
A10,10,001010,tp + cc,2,"comes_from, similar_content",0.39986449864498624,0.6640243902439024,0.759891598915989,0.9028116531165309,0.7162189959335641,0.39512195121951205,0.6152439024390244,0.7189024390243901,0.888264688112249,,,4.9
A11,11,001011,tp + cc + sc,3,"comes_from, similar_content, shared_column_name",0.4018970189701895,0.6247289972899729,0.7476964769647698,0.9095410682300925,0.7015561482265555,0.37547425474254736,0.6401761517615177,0.7426151761517614,0.8679667666305967,,,8.4
A12,12,001100,tp + sp,2,"comes_from, same_page",0.38699186991869905,0.6573848238482385,0.7468157181571816,0.8828687240957949,0.6988724573424903,0.3747967479674796,0.6098238482384825,0.7209349593495935,0.8562445617889417,,,4.2
A13,13,001101,tp + sp + sc,3,"comes_from, same_page, shared_column_name",0.3998644986449862,0.6855691056910569,0.7703929539295391,0.907797780358756,0.727376272364208,0.3544715447154472,0.6259485094850948,0.7375338753387533,0.8303473159570718,,,4.9
A14,14,001110,tp + sp + cc,3,"comes_from, same_page, similar_content",0.3971544715447152,0.6347560975609757,0.7249999999999999,0.9010755420054201,0.6892827289173074,0.38224932249322485,0.6279810298102982,0.7331300813008129,0.8735556787386055,,,5.3
A15,15,001111,tp + sp + cc + sc,4,"comes_from, same_page, similar_content, shared_column_name",0.3985094850948508,0.6562330623306232,0.7859756097560974,0.8932870370370368,0.7238854505370026,0.37479674796747964,0.6338753387533875,0.7355013550135499,0.8592297116796525,,,5.0
A16,16,010000,tc,1,has_column,0.3985094850948508,0.6911246612466122,0.7897018970189701,0.9024051490514905,0.7348294078163788,0.39986449864498624,0.6701219512195121,0.7771680216802169,0.8976976424184384,,,4.1
A17,17,010001,tc + sc,2,"has_column, shared_column_name",0.4018970189701894,0.6911246612466124,0.8273035230352302,0.9084736740224545,0.7488270557526294,0.3781842818428184,0.6774390243902438,0.7869918699186994,0.8712423303886718,,,7.5
A18,18,010010,tc + cc,2,"has_column, similar_content",0.40867208672086697,0.6772357723577236,0.7693766937669377,0.9117659162944709,0.7237976501412139,0.3917344173441733,0.696409214092141,0.7836043360433603,0.8925610128354031,,,7.0
A19,19,010011,tc + cc + sc,3,"has_column, similar_content, shared_column_name",0.3964769647696475,0.6550813008130081,0.7880081300813009,0.8990387322704396,0.7220578438876116,0.3836043360433603,0.6562330623306234,0.7720867208672086,0.8759509605763962,,,5.0
A20,20,010100,tc + sp,2,"has_column, same_page",0.39918699186991846,0.6707994579945799,0.7500677506775068,0.9047478550822375,0.7180128067537943,0.3937669376693765,0.6679539295392953,0.751422764227642,0.8967664449371768,,,3.7
A21,21,010101,tc + sp + sc,3,"has_column, same_page, shared_column_name",0.3937669376693765,0.6602981029810299,0.7656504065040651,0.8936307985726589,0.7114685398190882,0.395121951219512,0.6679539295392952,0.7588753387533875,0.8970033827960657,,,5.0
A22,22,010110,tc + sp + cc,3,"has_column, same_page, similar_content",0.397831978319783,0.6768970189701895,0.7554878048780488,0.8959405431966407,0.7181207098154176,0.3903794037940378,0.6724932249322492,0.7856368563685635,0.8879742345154457,,,4.0
A23,23,010111,tc + sp + cc + sc,4,"has_column, same_page, similar_content, shared_column_name",0.4079945799457992,0.6452574525745258,0.757520325203252,0.9148907776956556,0.7124985449015531,0.403252032520325,0.6592818428184279,0.7500677506775068,0.9005675670309814,,,7.3
A24,24,011000,tc + tp,2,"has_column, comes_from",0.4086720867208669,0.6718157181571814,0.7795392953929539,0.9154317146912966,0.7296912569289556,0.3985094850948508,0.6455962059620597,0.7436314363143631,0.8938361773727628,,,5.6
A25,25,011001,tc + tp + sc,3,"has_column, comes_from, shared_column_name",0.39986449864498624,0.7148373983739836,0.8012195121951221,0.9006020239685194,0.7444441475507054,0.39037940379403774,0.6365853658536585,0.7639566395663957,0.8890296857162042,,,5.1
A26,26,011010,tc + tp + cc,3,"has_column, comes_from, similar_content",0.39850948509485074,0.6623306233062329,0.7500677506775065,0.901289022630486,0.7114306214018344,0.4018970189701894,0.6741869918699186,0.7781842818428184,0.9006879177296173,,,7.1
A27,27,011011,tc + tp + cc + sc,4,"has_column, comes_from, similar_content, shared_column_name",0.3971544715447153,0.6809620596205963,0.7761517615176152,0.8933311172461098,0.7263711329664327,0.38631436314363127,0.6738482384823847,0.7558265582655825,0.8779019725292082,,,5.2
A28,28,011100,tc + tp + sp,3,"has_column, comes_from, same_page",0.4066395663956637,0.6510162601626017,0.7612466124661247,0.9149560727633421,0.7128310188898322,0.3822493224932248,0.6567750677506775,0.7585365853658537,0.8775904613373667,,,9.2
A29,29,011101,tc + tp + sp + sc,4,"has_column, comes_from, same_page, shared_column_name",0.40460704607046044,0.674051490514905,0.743970189701897,0.9079004251821967,0.7156400971966649,0.3971544715447153,0.6584688346883468,0.7487127371273714,0.8986086318023472,,,4.7
